"location","start_date","end_date","lineage","total_lineage_count","Study ID"
"United States","2020-01-01","2021-01-28","b.1.289",282,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.305",421,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.311",2124,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.320",672,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.366",167,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.369",3422,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.371",705,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.384",329,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.396",1111,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.400",2033,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.421",144,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.425",293,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.426",920,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.427",5026,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.429",10536,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.436",954,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.503",370,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.509",940,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.515",64,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.516",492,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.526",521,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.541",200,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.561",1524,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.564",1224,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.574",410,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.576",677,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.582",1679,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.595",3281,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.595.4",136,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.617.2",3,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","b.1.637",202,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","other",43771,"66861_Chavez-MacGregor 2022"
"United States","2020-01-01","2021-01-28","p.1",25,"66861_Chavez-MacGregor 2022"
"Italy","2020-02-22","2020-07-31","b",97,"67122_Rugge 2022"
"Italy","2020-02-22","2020-07-31","b.1",801,"67122_Rugge 2022"
"Italy","2020-02-22","2020-07-31","b.1.1",472,"67122_Rugge 2022"
"Italy","2020-02-22","2020-07-31","b.1.1.1",29,"67122_Rugge 2022"
"Italy","2020-02-22","2020-07-31","b.1.1.161",14,"67122_Rugge 2022"
